Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	Deletion_Reason
powerdrink	substantief	1.0	253602	253603	drank die energie levert	energiedrank energiedrank als stofnaam	Full definition shorter than short
poweren	werkwoord	1.0	602023	603862	stimuleren	kracht geven	Full definition shorter than short
praktijkkennis	substantief	1.0	124931	609977	kennis van de praktijk	kennis die in de praktijk is opgedaan	Full definition shorter than short
prestatiecultuur	substantief	1.0	257450	257451	cultuur waarin de nadruk op prestaties ligt	cultuur waarin prestaties zeer belangrijk zijn	Full definition shorter than short
prijzenswaardig	adjectief	1.0	125627	125628	het prijzen waard	waard om geprezen te worden	Full definition shorter than short
pruimenboom	substantief	1.0	127240	127241	pruimelaar	boom waaraan pruimen groeien	Full definition shorter than short
pussy	substantief	1.0	970332	970333	vagina	vrouwelijk geslachtsdeel	Full definition shorter than short
Puttens	adjectief	1.0	544755	544756	van de Puttenaren	van, uit, in Putten e.d.	Full definition shorter than short
PVV	substantief	2.0	317794	939037	Belgische politieke partij	Partij voor Vrijheid en Vooruitgang	Full definition shorter than short
Qatarees	adjectief	1.0	558178	558182	van de Qatarezen	van, uit, in Qatar e.d.	Full definition shorter than short
quidam	substantief	1.0	397735	599438	rare snuiter	zonderling persoon	Full definition shorter than short
ram	substantief	2.0	128687	128689	rammelaar	mannelijk konijn	Full definition shorter than short
ratatouille	substantief	2.0	129041	129043	mengelmoes	verzameling van zeer uiteenlopende zaken	Full definition shorter than short
regendag	substantief	2.0	130448	527488	neerslagdag	dag waarop ten minste 0,3 mm neerslag valt	Full definition shorter than short
reisblogger	substantief	1.0	578187	595606	iemand met een reisweblog	iemand die een reisblog bijhoudt	Full definition shorter than short
reislust	substantief	1.0	130952	130953	zin om te reizen	lust om te reizen	Full definition shorter than short
relschopper	substantief	1.0	131292	131293	iemand die herrie schopt	iemand die een rel veroorzaakt	Full definition shorter than short
retro	adjectief	1.1	132041	132044	kenmerken van retro hebbend	getuigend van een retrosfeer	Full definition shorter than short
Rijswijker	adjectief	2.0	132866	132868	van de Rijswijkers	van, uit, in Rijswijk e.d.	Full definition shorter than short
roderen	werkwoord	3.0	133397	133400	zich voorbereiden	in het algemeen: zich inwerken	Full definition shorter than short
roeien	werkwoord	1.0	133449	133450	roeiend voortbewegen personen of zaken roeiend vervoeren min of meer langzame en repeterende bewegingen maken als bij roeien	met een roeiboot varen racen met roeiboten de roeiriemen hanteren roeiend voortbewegen roeiend vervoeren bewegen zoals bij roeien noest doorwerken	Full definition shorter than short
roestbruin	adjectief	2.0	133597	133599	doorleefd	diep en vol	Full definition shorter than short
roet in het eten gooien	verbinding	1.0	912025	912026	iets dwarsbomen	ervoor zorgen dat iets niet gaat zoals gepland	Full definition shorter than short
rommel	substantief	2.0	133888	133890	zootje	toestand van wanorde	Full definition shorter than short
ronnabyte	substantief	1.0	963669	963732	1 triljoen gigabytes	hoeveelheid van 10 27 bytes	Full definition shorter than short
roodgekleurd	adjectief	2.0	134225	134227	socialistisch	politiek linksgeörienteerd	Full definition shorter than short
rooskleurig	adjectief	2.0	134433	134435	hoopvol	veelbelovend	Full definition shorter than short
rooskleurig	adjectief	3.0	134433	134436	gunstig	optimistisch	Full definition shorter than short
ros	substantief	A.2.0	134518	298511	feeks	boosaardige vrouw	Full definition shorter than short
rosé	adjectief	2.0	134543	560496	halfdoorbakken	tussen rood en doorbakken in	Full definition shorter than short
rotwijf	substantief	1.0	134691	134692	afschuwlijk vrouwspersoon	hoogst onaangename vrouw scheldwoord voor een vrouw	Full definition shorter than short
ruwhaar	substantief	1.0	193236	193237	ruighaar	huisdier of huisdierenras met ruw haar	Full definition shorter than short
ruwharig	adjectief	1.0	135572	135573	voorzien van een ruwe borstelige vacht met een als ruw haar aanvoelende textuur	met ruw borstelig haar met een ruwe borstelige vacht met een als ruw haar aanvoelende textuur	Full definition shorter than short
Rwandees	adjectief	1.0	135611	135614	van de Rwandezen	van, uit, in Rwanda e.d.	Full definition shorter than short
Rwandees	substantief	3.0	135611	135613	Kinyarwanda	de Rwandese taal	Full definition shorter than short
sabel	substantief	4.0	135687	135690	sabelbont	bont van de sabelmarter	Full definition shorter than short
sabeldier	substantief	2.0	217191	217195	sabelsleper	hoge militair	Full definition shorter than short
Sallander	adjectief	4.0	135820	135824	van de Sallanders	van, uit, in Salland e.d.	Full definition shorter than short
San Marinees	adjectief	1.0	136143	136145	van de San Marinezen	van, in, uit San Marino enz.	Full definition shorter than short
sater	substantief	2.0	136355	136357	wellusteling	wellustig persoon	Full definition shorter than short
Schagenees	adjectief	1.0	136841	213404	van de Schagenaars	van, uit, in Schagen e.d.	Full definition shorter than short
Schager	adjectief	2.0	136854	136856	van Schagen	van, uit, in Schagen	Full definition shorter than short
scheef gezicht	verbinding	1.0	924955	924958	boze kop	chagrijnig gezicht	Full definition shorter than short
scherpe oren	verbinding	1.0	925809	925810	zeer goede oren	een scherp gehoor	Full definition shorter than short
Schiedammer	adjectief	2.0	137614	190655	van de Schiedammers	van, uit, in Schiedam e.d.	Full definition shorter than short
Schiedammer jenever	verbinding	1.0	898069	898081	in Schiedam geproduceerde jenever	jenever die in Schiedam is gemaakt	Full definition shorter than short
Schiedammer nat	verbinding	1.0	898071	898098	in Schiedam geproduceerde jenever	jenever die in Schiedam is gemaakt	Full definition shorter than short
Schiedammer schavuitenwater	verbinding	1.0	898077	898108	in Schiedam geproduceerde jenever	jenever die in Schiedam is gemaakt	Full definition shorter than short
Schiedammer vuurwater	verbinding	1.0	898078	898126	in Schiedam geproduceerde jenever	jenever die in Schiedam is gemaakt	Full definition shorter than short
Schiermonnikoger	adjectief	2.0	137648	137650	van de Schiermonnikogers	van, uit, in Schiermonnikoog enz.	Full definition shorter than short
schijtebroek	substantief	1.0	436385	873830	schijtlaars dier dat van nature angstig of schrikachtig is	iemand die van nature angstig of laf is dier dat vaak bang is	Full definition shorter than short
schijter	substantief	2.0	137774	137775	lafhartig persoon	iemand die van nature angstig of laf is	Full definition shorter than short
schijterd	substantief	1.0	873646	873735	lafhartig persoon	iemand die van nature angstig of laf is	Full definition shorter than short
schijthuis	substantief	2.0	137778	873899	lafhartig persoon	iemand die van nature angstig of laf is	Full definition shorter than short
schijtlaars	substantief	1.0	470023	873638	lafhartig persoon	iemand die van nature angstig of laf is	Full definition shorter than short
schijtlijster	substantief	1.0	437048	873800	lafhartig persoon	iemand die van nature angstig of laf is	Full definition shorter than short
schijtluis	substantief	1.0	776669	873861	schijtlaars dier dat van nature angstig of schrikachtig is	iemand die van nature angstig of laf is dier dat vaak bang is	Full definition shorter than short
schol	substantief	3.0	138167	138169	platte ijsschots	plat, drijvend stuk ijs	Full definition shorter than short
scribent	substantief	1.0	139616	139617	schrijver	iemand die iets schrijft of geschreven heeft	Full definition shorter than short
scribent	substantief	2.0	139616	139618	schrijver prulschrijver of veelschrijver	iemand die schrijft voor zijn beroep of uit liefhebberij	Full definition shorter than short
seksloos	adjectief	5.0	139934	206643	uniseks	voor beide seksen geschikt	Full definition shorter than short
senator	substantief	1.0	140190	544661	lid van de senaat van de Verenigde Staten iemand die ten tijde van het Romeinse Rijk zitting had in het hoogste bestuurslichaam	lid van een senaat lid van de Nederlandse Senaat lid van de Belgische Senaat lid van de senaat van de VS lid van de Romeinse Senaat	Full definition shorter than short
Senegalees	adjectief	1.0	140192	140195	van de Senegalezen	van, uit, in Senegal e.d.	Full definition shorter than short
Siamees	substantief	5.0	140889	194831	Standaardthai	taal van de Siamezen	Full definition shorter than short
sick	adjectief	1.0	140920	978939	heel erg leuk	heel erg leuk, mooi of cool	Full definition shorter than short
sigaar	substantief	2.0	140986	140988	dat wat de vorm van een sigaar heeft	iets wat de vorm van een sigaar heeft	Full definition shorter than short
sigaar	substantief	3.0	140986	561093	langwerpige vorm	vorm als die van een sigaar	Full definition shorter than short
sinaasappelschil	substantief	1.0	141401	141402	appelsienschil	schil van een sinaasappel	Full definition shorter than short
sinds een eeuw of wat	verbinding	1.0	902626	902627	sinds een lange tijd	sinds een aantal eeuwen	Full definition shorter than short
sinds een week of wat	verbinding	1.0	919688	919689	sinds enkele weken	sinds een paar weken	Full definition shorter than short
sinds jaar en dag	verbinding	1.0	912842	912844	van oudsher	al heel lang	Full definition shorter than short
Singaporees	adjectief	1.0	141425	141427	van de Singaporezen	van, uit, in Singapore e.d.	Full definition shorter than short
skeer	adjectief	1.0	602120	942447	goedkoop	blut armoedig	Full definition shorter than short
sl.	adjectief	1.0	141817	141818	slanke	slank(e)	Full definition shorter than short
slagwerend vest	verbinding	1.0	922759	922760	vest dat slagen tegenhoudt	vest dat beschermt tegen slagen	Full definition shorter than short
slechtbetaald	adjectief	1.0	231221	231222	weinig geld verdienend	een slecht salaris hebbend	Full definition shorter than short
slechtbetaald	adjectief	2.0	231221	231228	waaraan men weinig geld verdient	waarvoor men een slecht salaris krijgt	Full definition shorter than short
slof	substantief	C.1.0	142597	562760	slofteugel	hulpteugel bij het paardrijden	Full definition shorter than short
slof	adjectief	D.2.0	142597	562778	oud	slap	Full definition shorter than short
smatje	substantief	1.0	264225	264226	aantrekkelijk	lief of mooi meisje	Full definition shorter than short
smoorverliefdheid	substantief	1.0	953217	953259	zeer intense verliefdheid	hevige vorm van verliefdheid	Full definition shorter than short
snip	adjectief	B.1.0	143642	309017	ziekjes	verkouden	Full definition shorter than short
snip	substantief	A.1.1	143642	309036	bereide snip	snip als voedsel	Full definition shorter than short
snokken	werkwoord	1.1	143807	143813	rukken aan iets	van zaken: rukken aan iets	Full definition shorter than short
soigneren	werkwoord	3.0	144297	144300	goed verzorgen	het uiterlijk goed verzorgen	Full definition shorter than short
soldaatje	substantief	4.0	474662	490104	reepje brood	reepje geroosterd brood	Full definition shorter than short
spijs	substantief	2.0	145809	145810	iets wat gegeten wordt	voedingsmiddel of gerecht	Full definition shorter than short
spookstudent	substantief	2.0	288494	288495	schijnstudent	student die alleen op papier bestaat	Full definition shorter than short
sportfestijn	substantief	1.0	431885	605470	groots sportfeest	feestelijk sportevenement	Full definition shorter than short
sportgek	adjectief	1.0	473971	605507	gek op sport	een voorliefde hebbend voor sport	Full definition shorter than short
sportlust	substantief	1.0	146562	198827	zin om te sporten	lust om te sporten	Full definition shorter than short
sportmogelijkheid	substantief	1.0	146579	220095	mogelijkheid om ergens te sporten	mogelijkheid om een sport te beoefenen	Full definition shorter than short
spreken als een boek	verbinding	1.0	900876	900877	goed spreken	boeiend vertellen	Full definition shorter than short
spruiten	werkwoord	1.0	147101	641503	uitlopen	spruiten of loten vormen	Full definition shorter than short
spruiten	werkwoord	3.0	147101	147103	voortkomen uit	geboren worden uit	Full definition shorter than short
start-up	substantief	2.0	148195	588348	beginnend bedrijf	kleine, startende onderneming	Full definition shorter than short
steekvrij vest	verbinding	1.0	922762	922764	vest dat messteken tegenhoudt	vest dat beschermt tegen messteken	Full definition shorter than short
steekwerend vest	verbinding	1.0	322659	922763	vest dat messteken tegenhoudt	vest dat beschermt tegen messteken	Full definition shorter than short
steler	substantief	1.0	448758	605158	dief	iemand die steelt	Full definition shorter than short
stemgerechtigd	adjectief	1.0	148818	148819	het recht hebbend om zijn stem uit te brengen bij een verkiezing	recht hebbend om zijn stem uit te brengen recht gevend om zijn stem uit te brengen	Full definition shorter than short
sterfdag	substantief	1.0	149033	149034	dag van iemands overlijden	dag waarop iemand is gestorven	Full definition shorter than short
sterven van de dorst	verbinding	1.0	911527	911529	erg dorstig zijn	veel dorst hebben	Full definition shorter than short
stikken van de dorst	verbinding	1.0	911526	911530	erg dorstig zijn	veel dorst hebben	Full definition shorter than short
stinken als een beer	verbinding	1.0	896524	896525	erg stinken	zeer stinken	Full definition shorter than short
stofdoek	substantief	1.0	149664	149665	doek om mee te stoffen	doek om stof mee af te nemen	Full definition shorter than short
stonde	substantief	1.0	149817	149818	ogenblik	korte tijd	Full definition shorter than short
stoptrein	substantief	1.0	149981	149982	boemeltrein	trein die bij elk tussenstation stopt	Full definition shorter than short
streetfishing	substantief	1.0	599429	599435	het vissen in de stad	het vissen in stadswateren	Full definition shorter than short
stroop	substantief	A.2.0	150952	550016	op stroop lijkende vloeistof	stroperige vloeistof soort stroperige vloeistof	Full definition shorter than short
studiemogelijkheid	substantief	1.0	151334	151335	mogelijkheid tot studie	mogelijkheid om een studie te volgen	Full definition shorter than short
suikerpatiënt	substantief	1.0	151853	151854	iemand die suikerziekte heeft	iemand die aan suikerziekte lijdt	Full definition shorter than short
supergroot	adjectief	5.0	151974	637679	buitengewoon succesvol	zeer veel aanzien genietend	Full definition shorter than short
supertalent	substantief	1.0	152053	152054	zeer grote gave	zeer groot talent	Full definition shorter than short
taart	substantief	4.0	152803	549550	mens	vrouw	Full definition shorter than short
talentloos	adjectief	1.0	153152	153153	zonder talent	geen talent hebbend	Full definition shorter than short
talentloosheid	substantief	1.0	210823	210833	gebrek aan talent	het talentloos zijn	Full definition shorter than short
tanken	werkwoord	2.0	153351	153353	zich volgieten	veel alcohol drinken	Full definition shorter than short
tapasrestaurant	substantief	1.0	203438	203440	hapjesrestaurant	restaurant waar tapas geserveerd worden	Full definition shorter than short
te hoop lopen tegen iets	verbinding	1.0	928187	928188	in opstand komen tegen iets	massaal protesteren tegen iets	Full definition shorter than short
te kwader trouw	adjectief	1.0	894764	894766	onoprecht	met slechte bedoelingen	Full definition shorter than short
te mijnen huize	bijwoord	1.0	393618	559023	in mijn huis	bij mij thuis	Full definition shorter than short
te zijnen huize	bijwoord	1.0	559441	568474	in zijn huis	bij hem thuis	Full definition shorter than short
ten aanzien van	voorzetsel	1.0	323561	962873	ten opzichte van	met betrekking tot	Full definition shorter than short
ten behoeve van	voorzetsel	1.0	366255	962815	ter wille van	in het belang van	Full definition shorter than short
ter wille van	voorzetsel	1.0	424482	962810	ten behoeve van	in het belang van	Full definition shorter than short
terrasverwarmer	substantief	1.0	242730	242731	terraskachel	apparaat dat een terras verwarmt	Full definition shorter than short
terrasverwarming	substantief	1.0	249079	249080	apparaat dat een terras verwarmt	verwarming van of voor een terras	Full definition shorter than short
Terschellinger	adjectief	2.0	155118	155120	van de Terschellingers	van, uit, in Terschelling e.d.	Full definition shorter than short
tevreden	adjectief	1.0	155545	155546	blij zelfvoldaan	niet nog meer verlangend	Full definition shorter than short
tijger	substantief	2.0	156487	298820	getijgerde poes of kater	als een tijger gestreepte huiskat	Full definition shorter than short
toeter	adjectief	8.0	157407	504368	stomdronken	zeer dronken	Full definition shorter than short
toetje	substantief	3.0	157411	533018	snoetje	gezichtje	Full definition shorter than short
toiletpot	substantief	1.0	157577	157578	closetpot	pot van een toilet	Full definition shorter than short
tomaat	substantief	1.1	157651	546864	tomaat als stof	vruchtvlees van een tomaat	Full definition shorter than short
toneelschrijfster	substantief	1.0	203104	203105	schrijfster van toneelstukken	vrouw die toneelstukken schrijft	Full definition shorter than short
tongpunt	substantief	1.0	157838	157839	puntje van de tong	uiteinde van de tong	Full definition shorter than short
tonisch	adjectief	1.0	157864	157865	gespannen	spanning vertonend	Full definition shorter than short
tot achter zijn oren blozen	verbinding	1.0	925852	925853	zeer erg blozen	helemaal rood worden	Full definition shorter than short
toverbal	substantief	2.0	158532	563945	goede bal	goed gespeelde bal	Full definition shorter than short
trainer	substantief	3.0	158702	381083	africhter	iemand die dieren traint	Full definition shorter than short
transgemeenschap	substantief	1.0	979024	979133	transgendergemeenschap	gemeenschap van transgender personen	Full definition shorter than short
transmens	substantief	1.0	978313	978314	transgender persoon	iemand die transgender is	Full definition shorter than short
trekpleister	substantief	2.0	159461	626718	persoon die de reden is om ergens heen te gaan locatie die dieren aantrekt door de omstandigheden aldaar, met name door de beschikbaarheid van voedsel	iets wat belangstelling trekt locatie die mensen trekt gebeurtenis die publiek trekt persoon die publiek trekt locatie die dieren trekt iets wat economische belangstelling trekt	Full definition shorter than short
trekteller	substantief	1.0	575179	575217	teller van trekvogels	iemand die trekvogels telt	Full definition shorter than short
trommelaar	substantief	1.1	159873	159875	penis	mannelijk lid	Full definition shorter than short
trots	substantief	3.0	159990	159993	pronkstuk	iemand of iets waarop men trots is	Full definition shorter than short
t.t.z.	tussenwerpsel	1.0	647249	647250	dat wil zeggen	't is te zeggen	Full definition shorter than short
tweeoudergezin	substantief	1.0	266155	266156	traditioneel gezin	gezin met twee ouders	Full definition shorter than short
tweesnijdend	adjectief	1.0	161102	161103	aan weerskanten snijdend	aan beide zijden snijdend	Full definition shorter than short
u aller vriend	substantief	1.0	464622	605911	de vriend van iedereen	de vriend van u allemaal	Full definition shorter than short
uilachtig	adjectief	1.0	214831	214833	als een uil	lijkend op een uil	Full definition shorter than short
uilskuiken	substantief	2.0	161431	216857	stommeling	dom persoon	Full definition shorter than short
uit ander hout gesneden zijn	verbinding	1.0	917586	917589	anders zijn	een ander karakter hebben	Full definition shorter than short
uit het boekje	verbinding	1.0	900936	900937	voorbeeldig	zoals het hoort	Full definition shorter than short
uit hetzelfde hout gesneden zijn	verbinding	1.0	917587	917588	van dezelfde soort zijn	hetzelfde karakter hebben	Full definition shorter than short
unmuten	werkwoord	1.0	986839	986861	uit de gedempte stand halen	het geluid weer aanzetten van	Full definition shorter than short
urineren	werkwoord	1.0	163187	163188	plassen	urine lozen	Full definition shorter than short
urineweginfectie	substantief	1.0	504797	504799	infectie aan de urinewegen	infectie van de urineweg, urinewegen	Full definition shorter than short
Valkenburger	adjectief	2.0	163966	163968	van de Valkenburgers	van, uit, in Valkenburg e.d.	Full definition shorter than short
van alle hout blijven	verbinding	1.0	917599	917602	geen balken afgooien in een springparcours	een foutloze ronde rijden n een springparcours	Full definition shorter than short
van alle hout wegblijven	verbinding	1.0	917600	917601	geen balken afgooien in een springparcours	een foutloze ronde rijden n een springparcours	Full definition shorter than short
van boord gaan	verbinding	1.0	905281	905282	aan wal gaan	een vaartuig verlaten	Full definition shorter than short
van dag tot dag leven	verbinding	1.0	912869	912870	gericht op de huidige dag leven	leven zonder naar de toekomst te kijken	Full definition shorter than short
van de drank af zijn	verbinding	1.0	911500	911501	gestopt zijn met drinken	geen alcohol meer drinken	Full definition shorter than short
van de ene dag in de andere leven	verbinding	1.0	912726	912727	gericht op de huidige dag leven	leven zonder naar de toekomst te kijken	Full definition shorter than short
van de ene dag op de andere	verbinding	1.0	912875	912876	meteen de volgende dag	onverwacht en binnen zeer kort tijdsbestek	Full definition shorter than short
van de morgen tot de avond	verbinding	1.0	908697	908702	altijd	de hele dag	Full definition shorter than short
van de ochtend tot de avond	verbinding	1.0	908698	908701	altijd	de hele dag	Full definition shorter than short
van de ratten besnuffeld zijn	verbinding	1.0	910186	910198	absurd zijn	niet te geloven zijn	Full definition shorter than short
van de ratten besnuffeld zijn	verbinding	2.0	910186	910199	niet goed wijs zijn	helemaal gek geworden zijn	Full definition shorter than short
van harte	bijwoord	1.0	525163	925914	volledig gemeend	met heel het hart	Full definition shorter than short
van kwade wil	verbinding	1.0	894771	894773	van slechte wil	met slechte bedoelingen	Full definition shorter than short
van kwade zin	verbinding	1.0	586400	894778	van slechte wil	met slechte bedoelingen	Full definition shorter than short
van 's morgens tot 's avonds	verbinding	1.0	908693	908694	altijd	de hele dag	Full definition shorter than short
vanavond	bijwoord	1.0	164108	164109	tijdens de avond van vandaag	op de avond van de huidige dag	Full definition shorter than short
vanille	substantief	1.1	164157	542025	vanillegeel	kleur van vanille	Full definition shorter than short
vanmiddag	bijwoord	1.0	164166	164167	tijdens de middag van vandaag	in de middag van de huidige dag	Full definition shorter than short
vanmorgen	bijwoord	1.0	164168	164169	tijdens de morgen van vandaag	in de morgen van de huidige dag	Full definition shorter than short
vanochtend	bijwoord	1.0	164172	164173	tijdens de ochtend van vandaag	in de ochtend van de huidige dag	Full definition shorter than short
varen	werkwoord	B.1.0	164198	585584	pendeldienst varen voor zijn beroep in de ene of andere functie op een boot werken	zich per vaartuig verplaatsen zich op het water voortbewegen voor sport varen varend veroorzaken pendeldienst varen beroepshalve varen doen varen	Full definition shorter than short
varen	werkwoord	B.2.0	164198	585585	varend vervoeren	met een vaartuig vervoeren	Full definition shorter than short
varen	werkwoord	B.1.1	164198	585589	dienst doen als vaartuig	zich op het water voortbewegen	Full definition shorter than short
v.d.	overige	1.0	417429	586017	van de	in het zinsverband: van de	Full definition shorter than short
v.d.	overige	2.0	417429	586019	van de	in namen: van de	Full definition shorter than short
veel bekijks hebben	werkwoord	1.0	480430	937833	de algemene aandacht op zich vestigen	veel nieuwsgierige toeschouwers trekken	Full definition shorter than short
veel bekijks trekken	verbinding	1.0	937843	937844	veel aandacht trekken	veel nieuwsgierige toeschouwers trekken	Full definition shorter than short
veelbekroond	adjectief	1.0	461965	936026	vaak bekroond	dikwijls met een prijs onderscheiden	Full definition shorter than short
veelbeschreven	adjectief	1.0	483776	936051	vaak beschreven	waarover dikwijls geschreven is	Full definition shorter than short
veelgekritiseerd	adjectief	1.0	470760	936283	ongunstig, negatief beoordeeld	waarover of over wie veel kritiek is geuit	Full definition shorter than short
veelgesteld	adjectief	1.0	164649	936366	vaak gesteld	zeer dikwijls gesteld	Full definition shorter than short
Venloër	adjectief	2.0	165281	165283	uit Venlo, in Venlo	van, uit, in Venlo e.d.	Full definition shorter than short
verdiep	substantief	1.0	366353	557677	etage	verdieping	Full definition shorter than short
verdragend	adjectief	1.0	165915	165916	een groot bereik hebbend	over een grote afstand hoorbaar	Full definition shorter than short
vergaan van de dorst	verbinding	1.0	911528	911531	erg dorstig zijn	veel dorst hebben	Full definition shorter than short
verheimelijken	werkwoord	1.1	166477	935503	uit eigenbelang achterhouden	m.b.t. misdrijven: verborgen houden	Full definition shorter than short
vermeldenswaard	adjectief	1.0	167527	167528	het vermelden waard	waard om vermeld te worden	Full definition shorter than short
vermeldenswaardig	adjectief	1.0	167529	167530	het vermelden waard	waard om vermeld te worden	Full definition shorter than short
vermusicallen	werkwoord	1.0	967872	967873	als musicalmuziek laten klinken	bewerken of omwerken tot een musical	Full definition shorter than short
verneuken	werkwoord	1.0	167667	167668	bedriegen	voor de gek houden	Full definition shorter than short
versgebakken	adjectief	1.0	168149	168150	vers net geproduceerd	net gebakken net geproduceerd	Full definition shorter than short
versgebakken	adjectief	1.1	168149	888015	vers	net geproduceerd	Full definition shorter than short
verwerkingsmogelijkheid	substantief	1.0	169213	169214	mogelijkheid om iets te verwerken	mogelijkheid tot verwerking van iets	Full definition shorter than short
vet	substantief	A.4.0	169762	552107	dikke letters	vetgedrukte tekst	Full definition shorter than short
vet	adjectief	B.3.0	169762	552898	vetstoffen bevattend	met een vetachtige consistentie	Full definition shorter than short
vet	adjectief	B.9.0	169762	552564	vol	goed gevuld	Full definition shorter than short
vetje	substantief	5.0	169805	559357	lettertype bold	dikgedrukte letter	Full definition shorter than short
vetjes	bijwoord	2.0	366385	559372	mollig	aan de dikke kant	Full definition shorter than short
vetjes	bijwoord	3.0	366385	559374	zwaar	overduidelijk	Full definition shorter than short
videoselfie	substantief	1.0	581600	581602	selfie met bewegend beeld	filmpje van iemand die zichzelf filmt	Full definition shorter than short
Vietnamees	adjectief	1.0	170177	170182	van de Vietnamezen	van, in, uit Vietnam enz.	Full definition shorter than short
vijgen na Pasen	verbinding	1.0	897931	897933	mosterd na de maaltijd	iets wat eigenlijk veel te laat komt	Full definition shorter than short
vinnig	adjectief	5.0	170574	573729	vief levendig en energiek	levendig levendig en energiek	Full definition shorter than short
vinnig	adjectief	5.1	170574	573663	dynamisch	levendig en energiek	Full definition shorter than short
visceraal	adjectief	2.0	170742	170744	als het ware komend vanuit de onderbuik en niet beredeneerd	diepgeworteld voortkomend uit een onderbuikgevoel handelend vanuit een onderbuikgevoel	Full definition shorter than short
visceraal	adjectief	3.0	170742	170745	rauw	zonder consideratie	Full definition shorter than short
visser	substantief	3.0	170844	325933	dier dat vist	dier dat op vis aast	Full definition shorter than short
Vlaardinger	adjectief	2.0	171013	171015	van de Vlaardingers	van, uit, in Vlaardingen e.d.	Full definition shorter than short
vlees	substantief	2.1	171118	554471	vleessoort	soort vlees	Full definition shorter than short
vlieden	werkwoord	2.0	171260	171262	voorbijvliegen	snel voorbijgaan	Full definition shorter than short
vlieden	werkwoord	4.0	171260	171264	vlieten	voorbijstromen	Full definition shorter than short
Vlissinger	adjectief	2.0	171536	171538	van de Vlissingers	van, uit, in Vlissingen e.d.	Full definition shorter than short
VN-blauwhelm	substantief	1.0	171833	171834	soldaat van de Verenigde Naties (VN)	militair van de Verenigde Naties (VN)	Full definition shorter than short
VN-macht	substantief	1.0	172109	172110	VN-vredesmacht	vredesmacht van de Verenigde Naties (VN)	Full definition shorter than short
VN-militair	substantief	1.0	172178	172179	soldaat van de Verenigde Naties (VN)	militair van de Verenigde Naties (VN)	Full definition shorter than short
VN-organisatie	substantief	1.0	172341	172342	de mensen die deel uitmaken van een organisatie van de VN	organisatie die deel uitmaakt van de Verenigde Naties (VN)	Full definition shorter than short
voer	substantief	2.0	173296	541416	dat wat iemand eet	voedsel voor mensen	Full definition shorter than short
voetpad	substantief	1.0	173682	484759	aangelegd wandelpad	aangelegd pad voor wandelaars	Full definition shorter than short
vol drijven met iets	verbinding	1.0	911574	911575	vol zijn met drijvende zaken	veel drijvende zaken bevatten	Full definition shorter than short
volledig gezin	verbinding	1.0	632323	905637	traditioneel gezin	gezin met een vader en een moeder	Full definition shorter than short
voluptueus	adjectief	2.0	174400	174402	zwaar, vol en krachtig	van geluid: vol en krachtig	Full definition shorter than short
voor de dag komen	verbinding	1.0	912688	912690	zich vertonen	tevoorschijn komen	Full definition shorter than short
voor de dag komen met iets	verbinding	1.0	912703	912706	iets doen verschijnen	iets openlijk tonen en beschikbaar stellen	Full definition shorter than short
voor de thee	verbinding	1.0	928553	928554	voor de rust	in de eerste helft	Full definition shorter than short
voor het eten zorgen	verbinding	1.0	912038	912039	koken	de maaltijd bereiden	Full definition shorter than short
voor iemands snufferd	verbinding	1.0	924729	924730	voor iemands neus	voor iemands gezicht	Full definition shorter than short
voorbips	substantief	1.0	660283	660284	vagina	vrouwelijk geslachtsdeel	Full definition shorter than short
vos	substantief	5.0	175651	175654	roodbruin paard	voskleurig paard	Full definition shorter than short
vos	substantief	6.0	175651	215297	roodharig persoon	iemand met rood haar	Full definition shorter than short
vrucht	substantief	2.0	176728	176730	landbouwgewas	eetbaar product van veld of tuin	Full definition shorter than short
vrucht	substantief	3.0	176728	176731	kind	ongeboren jong of kind	Full definition shorter than short
vruchtdragend	adjectief	1.0	470096	485413	vruchten producerend	vruchten voortbrengend	Full definition shorter than short
v.v.	bijwoord	1.1	510340	510348	vice versa, over en weer	vice versa (over en weer)	Full definition shorter than short
Waalwijker	adjectief	2.0	177217	177219	van de Waalwijkers	van, uit, in Waalwijk e.d.	Full definition shorter than short
waffel dicht!	verbinding	1.0	918947	918975	zwijg!	mond dicht!	Full definition shorter than short
wagen	substantief	A.1.1	177718	636101	praalwagen	versierde wagen in een optocht	Full definition shorter than short
Wageninger	adjectief	2.0	177728	177730	van de Wageningers	van, uit, in Wageningen e.d.	Full definition shorter than short
walapa	substantief	1.2	597125	597383	grote piemel	groot mannelijk geslachtsdeel	Full definition shorter than short
waratje	bijwoord	1.0	423134	935991	warempel	waarachtig	Full definition shorter than short
watskeburt	tussenwerpsel	1.0	304614	308243	hoe gaat het	wat is er gebeurd	Full definition shorter than short
wc-pot	substantief	1.0	178990	178991	toiletpot	pot van een wc	Full definition shorter than short
webinar	substantief	1.0	248472	248473	seminar via het web	seminar via het internet	Full definition shorter than short
wederwaardigheid	substantief	1.0	179105	179106	zaak die iemand meemaakt	ervaring, belevenis, lotgeval	Full definition shorter than short
weegbreepollen	substantief	1.0	205435	205439	pollen van de weegbree	stuifmeel van de weegbree	Full definition shorter than short
